Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3brXaWuPsVScvYQKUh3Ijc,"Die Very Rough","Die Very Rough","Mario Judah",2020-06-25,91170,59,true,g4olm5cjfcdi3sp15n61v34j0,2021-02-27T17:51:06Z,"rage rap","Mario Judah Entertainment",0.72,0.74,1,-3.815,1,0.0646,0.00255,0.00000255,0.303,0.172,157.953,4
spotify:track:0GLyqTysS0DFoeKjURtB8s,"unravel","Fantastic Magic","TK from Ling tosite sigure",2014-08-27,238360,1,false,g4olm5cjfcdi3sp15n61v34j0,2021-02-27T17:51:20Z,"animé,j-rock,j-pop","NITRON concepts",0.507,0.889,7,-2.755,0,0.086,0.0495,0,0.0983,0.333,135.021,4
spotify:track:0RjJSBBEolCDJ6wDiuVCmh,"ATTENTION!","Bad Vibes Forever","XXXTENTACION",2019-12-06,120055,64,true,g4olm5cjfcdi3sp15n61v34j0,2021-02-27T17:52:25Z,"rap emo","Bad Vibes Forever / EMPIRE",0.954,0.41,0,-7.725,1,0.157,0.608,0.0000176,0.133,0.457,130.074,4
spotify:track:0u9EI8zmr2QMuJLMiQFUIn,"A Cruel Angel's Thesis - Director's Edit Version","Neon Genesis Evangelion (Original Series Soundtrack)","Shiro SAGISU;Yoko Takahashi",2019-06-21,245093,0,false,g4olm5cjfcdi3sp15n61v34j0,2021-02-27T17:53:22Z,"animé,b.o.,j-pop","Editions Milan Music",0.646,0.676,0,-9.477,0,0.0431,0.0339,0.00000199,0.13,0.59,128.128,4
spotify:track:2wjkBwLbRqwaifaXqO7li1,"Bad Bambino","Bad Bambino","Bambino",2021-01-26,163750,12,true,g4olm5cjfcdi3sp15n61v34j0,2021-02-27T18:28:27Z,"pop urbaine,rap français","Local",0.87,0.636,1,-7.324,1,0.129,0.454,0,0.139,0.552,96.024,4
spotify:track:1bEnIDpwKsyhDauHVoMz6t,"Blue Bird (From ""Naruto Shippuden"")","Blue Bird (From ""Naruto Shippuden"")","Akano",2020-12-22,100200,58,false,g4olm5cjfcdi3sp15n61v34j0,2021-02-27T18:28:55Z,"animé","Akano",0.594,0.868,6,-3.286,0,0.0606,0.0209,0,0.209,0.691,151.976,4
spotify:track:7MJQ9Nfxzh8LPZ9e9u68Fq,"Lose Yourself","SHADYXV","Eminem",2014-11-24,320626,71,true,g4olm5cjfcdi3sp15n61v34j0,2021-02-27T18:33:20Z,"rap,hip-hop","Shady Records",0.689,0.735,2,-4.545,1,0.267,0.00922,0.00072,0.365,0.059,171.403,4
spotify:track:19Qu5BOV1Y8nDrzgYavYdB,"Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"")","Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"")","Akano",2019-05-10,89783,0,false,g4olm5cjfcdi3sp15n61v34j0,2021-02-27T18:35:00Z,"animé","Akano",0.656,0.654,7,-7.031,1,0.0346,0.0276,0,0.109,0.612,135.044,4
spotify:track:70ZNOtX6R1SBnPiOXwVnQU,"Shinobi","Shinobi","Holy Kidd;Negrito Senpai",2020-11-02,214000,6,true,g4olm5cjfcdi3sp15n61v34j0,2021-02-28T16:56:46Z,"rap d'animés,animé","Holy Kidd",0.605,0.676,1,-6.757,0,0.346,0.0691,0,0.328,0.561,175.879,4
spotify:track:7bV4tpmYI0pTwW3q4G8zFd,"Faux Frères","Faux Frères","La Tige;ZedxReal",2020-07-07,200454,39,true,g4olm5cjfcdi3sp15n61v34j0,2021-03-10T15:27:02Z,"","GtaRp",0.765,0.39,9,-10.272,0,0.0799,0.763,0,0.104,0.322,131.953,4
spotify:track:3Qcj8m6FFHhInWjjOrZRom,"Hope","Finally","Namie Amuro",2019-06-16,252586,0,false,g4olm5cjfcdi3sp15n61v34j0,2021-03-17T15:20:31Z,"r&b japonais,animé","Dimension Point",0.622,0.856,7,-3.707,1,0.051,0.0321,0,0.329,0.216,139.96,4
spotify:track:6y4GYuZszeXNOXuBFsJlos,"Kaikai Kitan","Kaikai Kitan / Ao No Waltz","Eve",2020-12-23,221426,72,false,g4olm5cjfcdi3sp15n61v34j0,2021-05-21T16:17:02Z,"animé,j-pop,j-rock,vocaloid,indie japonaise","TOY'S FACTORY",0.584,0.911,5,-3.515,0,0.09,0.0119,0,0.119,0.606,92.502,4
spotify:track:2Aon31CR3MV3Kt3vczK9Xf,"Oui et non","Les étoiles vagabondes : expansion","Nekfeu",2019-06-21,185106,44,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-21T16:19:54Z,"rap français","Universal Music Division Carthage Music",0.562,0.538,7,-8.308,0,0.106,0.104,0.00000246,0.214,0.372,82.97,4
spotify:track:3qqK1agOgjrHuuIpzfeu0T,"Nekketsu","Cyborg","Nekfeu;Crystal Kay",2016-12-02,214746,45,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-21T16:22:21Z,"rap français,r&b japonais,j-pop","Universal Music Division Carthage Music",0.625,0.563,11,-7.614,0,0.837,0.577,0,0.158,0.63,81.383,1
spotify:track:476Nn5jU0ua9JnrAZcn6Fl,"Galatée","Cyborg","Nekfeu",2016-12-02,234200,63,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-21T16:22:49Z,"rap français","Universal Music Division Carthage Music",0.727,0.758,5,-6.997,0,0.411,0.381,0,0.14,0.704,93.565,4
spotify:track:3LOWSpsDZq3eTHLJdxtBXi,"Rêve d'avoir des rêves","Feu","Nekfeu",2015-06-08,296560,46,false,g4olm5cjfcdi3sp15n61v34j0,2021-05-21T16:24:41Z,"rap français","Universal Music Division Carthage Music",0.7,0.657,2,-7.933,0,0.417,0.57,0,0.0802,0.484,93.985,4
spotify:track:67obelIiEq3vhpkolCCzZR,"Nique les clones, Pt. II","Feu","Nekfeu",2015-06-08,224253,56,false,g4olm5cjfcdi3sp15n61v34j0,2021-05-21T16:24:45Z,"rap français","Universal Music Division Carthage Music",0.867,0.729,2,-5.309,0,0.0493,0.484,0,0.0938,0.708,119.998,4
spotify:track:3BZEcbdtXQSo7OrvKRJ6mb,"MONTERO (Call Me By Your Name)","MONTERO (Call Me By Your Name)","Lil Nas X",2021-03-26,137875,2,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-21T16:26:28Z,"","Columbia",0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818,4
spotify:track:5vGLcdRuSbUhD8ScwsGSdA,"Whoopty","Whoopty","CJ",2020-08-20,123262,63,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-21T16:27:20Z,"dembow","CJ Music Group/T-Series",0.719,0.648,3,-7.6,0,0.125,0.2,0,0.127,0.66,140.201,4
spotify:track:6gBFPUFcJLzWGx4lenP6h2,"goosebumps","Birds In The Trap Sing McKnight","Travis Scott",2016-09-16,243836,84,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-21T16:29:06Z,"rap","Cactus Jack / Epic",0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4
spotify:track:5qMOdlt9t24pN5bCtBhEqq,"Baton Rouge","Projet Blue Beam","Freeze corleone",2018-11-13,213768,48,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-23T19:59:33Z,"rap français,drill","M.M.S Records",0.621,0.493,10,-10.749,0,0.538,0.513,0,0.096,0.28,134.205,4
spotify:track:0w9RPmoIuYjQV6yW7PoS4q,"Verre de sang","NQNTMQMQMB","Vald",2016-08-05,189491,28,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-23T20:01:40Z,"rap français","Echelon Records",0.704,0.792,10,-4.372,0,0.278,0.337,0,0.088,0.905,92.243,4
spotify:track:2PMRFFVkdJ7bxeu5koMrR1,"Cylindrique","NQNTMQMQMB","Vald;Bazoo",2016-08-05,266007,23,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-23T20:02:48Z,"rap français","Echelon Records",0.517,0.747,6,-6.722,0,0.343,0.0226,0,0.112,0.367,175.336,4
spotify:track:2y5O65zj69MguS7HNkWKsv,"Casino","Ténébreux","PLK",2017-09-08,183415,45,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-23T20:05:51Z,"rap français,pop urbaine","Panenka Music",0.749,0.666,6,-7.535,1,0.408,0.363,0,0.268,0.868,89.916,4
spotify:track:5as5HurTt4u7BuFIT5j8am,"Bae","Insolent","RK",2018-09-21,174840,50,true,g4olm5cjfcdi3sp15n61v34j0,2021-05-23T20:09:37Z,"rap français,pop urbaine","3.5.7 Music",0.835,0.654,9,-5.971,1,0.0523,0.632,0,0.0999,0.658,119.966,5
spotify:track:5WYl8OhKPiEvQCo5FnuWt5,"Kimi No Sei - From ""Seishun Buta Yarou Wa Bunny Girl Senpai No Yume Wo Minai""","Kimi No Sei (From ""Seishun Buta Yarou Wa Bunny Girl Senpai No Yume Wo Minai"")","Studio Rascal",2019-06-11,89524,0,false,g4olm5cjfcdi3sp15n61v34j0,2021-05-23T20:16:40Z,"animé","Studio Rascal",0.533,0.899,4,-6.353,1,0.154,0.00816,0.00134,0.272,0.782,173.511,4
spotify:track:3mScGCzxiXA9OaHdBeuk7O,"crossing field","LANDSPACE","LiSA",2013-10-30,248946,2,false,g4olm5cjfcdi3sp15n61v34j0,2021-06-18T21:14:12Z,"animé,j-pop,j-rock","NITRON concepts",0.447,0.983,5,-2.281,1,0.268,0.0157,0,0.276,0.317,179.072,4
spotify:track:0OGw7V8wAI6OsZIQ12JkTP,"Black Rover","wizard","VK Blanka",2018-11-21,209573,64,false,g4olm5cjfcdi3sp15n61v34j0,2021-06-18T21:14:27Z,"animé,j-pop,j-rock","avex trax",0.593,0.934,11,-4.967,1,0.044,0.00128,0.0000121,0.188,0.537,102.065,4
spotify:track:2y7f8qkrgIqY5KsfPNcuix,"Black Catcher","Devil","VK Blanka",2020-03-04,196946,63,false,g4olm5cjfcdi3sp15n61v34j0,2021-06-18T21:14:48Z,"animé,j-pop,j-rock","avex trax",0.592,0.893,11,-4.71,0,0.0428,0.00355,0.00000678,0.0716,0.636,100.052,4
spotify:track:5QJ2EIhQu3aySfA0uh3wcW,"Kiss of Death (From ""Darling in the Franxx"")","Total Coverage, Vol. 6","AmaLee",2020-12-10,244918,40,false,g4olm5cjfcdi3sp15n61v34j0,2021-06-18T21:15:51Z,"animé","Leegion Creative",0.525,0.864,5,-2.276,1,0.0851,0.00545,0,0.372,0.223,121.919,4
spotify:track:4kAAko5kg70EjAWGF2ViWW,"光るなら","Milk","Goose house",2015-04-06,252133,0,false,g4olm5cjfcdi3sp15n61v34j0,2021-06-21T16:26:49Z,"animé,j-pop","Sony Music Labels Inc.",0.497,0.887,6,-2.749,0,0.0626,0.365,0,0.337,0.568,160.105,4
spotify:track:5AxH6F2Q8zXAoxfZUSkJWa,"Insolent 4","Insolents","Bigflo & Oli",2020-07-02,226440,41,true,g4olm5cjfcdi3sp15n61v34j0,2021-07-29T09:10:04Z,"rap français,chanson,pop française","Universal Music Distributed Deals",0.857,0.721,6,-4.959,0,0.336,0.0457,0,0.0832,0.476,87.126,4
spotify:track:7vtHMt2XgZu2w7GrtbjwdZ,"Plume","Personne ne touche le ciel","Fredz",2020-09-18,157493,35,false,g4olm5cjfcdi3sp15n61v34j0,2021-07-29T09:10:13Z,"rap québécois,chanson québécoise,chanson","E47 Records",0.751,0.527,5,-8.166,1,0.27,0.737,0.00187,0.112,0.425,82.081,4
spotify:track:5IkofYa6Ac1plKIf6nYkDE,"Scellé part.2","LMF","Freeze corleone;ASHE 22",2020-09-11,170106,48,true,g4olm5cjfcdi3sp15n61v34j0,2021-08-04T21:20:10Z,"rap français,drill,drill uk","Universal Music Division Virgin Music Distribution Deal",0.829,0.339,1,-11.394,0,0.393,0.225,0.00000379,0.119,0.304,135.931,4
spotify:track:2PYXOG6GdxF9sUIH2NfOAD,"Dans l'univers","Les étoiles vagabondes : expansion","Nekfeu;Vanessa Paradis",2019-06-21,244320,63,true,g4olm5cjfcdi3sp15n61v34j0,2021-08-09T14:47:24Z,"rap français,variété française,chanson,pop française","Universal Music Division Carthage Music",0.64,0.419,11,-9.962,1,0.168,0.326,0.000271,0.137,0.202,131.936,4
spotify:track:74vbCX5gQnbt1GOiahHGZx,"Kawaki wo Ameku (From ""Domestic na Kanojo"")","Kawaki wo Ameku (From ""Domestic na Kanojo"")","Akano",2019-02-01,92620,41,false,g4olm5cjfcdi3sp15n61v34j0,2021-08-22T10:07:22Z,"animé","Akano",0.738,0.61,9,-7.414,1,0.0459,0.404,0,0.13,0.577,128.936,4
spotify:track:0UNIPFUn2MnhpKp7VJiYAH,"Fukashigi no Carte","Shinsekai PLUS","Selphius",2021-02-05,235897,38,false,g4olm5cjfcdi3sp15n61v34j0,2021-08-22T10:08:03Z,"animé","Tootl Records",0.623,0.454,2,-8.947,0,0.0243,0.326,0.00000619,0.0711,0.525,96.014,4
spotify:track:54DStFYEe4uNpyauoxvGmI,"Tell Me Why I'm Waiting","Tell Me Why I'm Waiting","creamy",2020-08-31,139337,0,false,g4olm5cjfcdi3sp15n61v34j0,2021-09-06T13:20:28Z,"","11:11 Music Group",0.762,0.212,11,-12.901,0,0.0761,0.507,0.125,0.104,0.202,124.933,4
spotify:track:2X2i5KRxmaEKsF0SKhn3G7,"Dites Leurs","Pas D'épines, Pas De Rose","Fredz",2019-09-26,202250,13,false,g4olm5cjfcdi3sp15n61v34j0,2021-09-06T13:24:57Z,"rap québécois,chanson québécoise,chanson","1279184 Records DK",0.714,0.571,1,-12.299,0,0.43,0.805,0,0.119,0.817,84.978,4
spotify:track:3nuuOP3XUrMCFTmKeCJytC,"Grain de Sésame","Pas D'épines, Pas De Rose","Fredz;Arlo Beat;KARN BEAT",2019-09-26,144139,30,true,g4olm5cjfcdi3sp15n61v34j0,2021-09-06T13:25:49Z,"rap québécois,chanson québécoise,chanson","1279184 Records DK",0.719,0.716,8,-9.663,0,0.135,0.606,0.0000423,0.321,0.656,93.307,5
spotify:track:5c2HadbVTsMKjja4gohEFI,"Maman ne le sait pas (feat. Niska)","Destin","Ninho;Niska",2019-03-22,203301,66,true,g4olm5cjfcdi3sp15n61v34j0,2021-09-06T13:28:55Z,"rap français,pop urbaine,r&b français","Rec. 118 / Mal Luné Music",0.755,0.875,7,-5.944,0,0.193,0.399,0,0.115,0.393,145.008,4
spotify:track:1KifuJ2vsrOpVtFFMt9Ngw,"Rebeu fragile","Rebeu fragile","ICO;Just Riadh",2019-05-10,145475,36,false,g4olm5cjfcdi3sp15n61v34j0,2021-09-06T13:29:33Z,"rap français","Squamour",0.877,0.523,1,-7.491,1,0.247,0.45,0.000545,0.075,0.657,113.324,5
spotify:track:4UYfVNAqCuc5U3h0TBp3i3,"Freestyle SAVIES #1 (DRILL)","Freestyle SAVIES #1 (DRILL)","Kanoé",2020-10-14,146853,0,true,g4olm5cjfcdi3sp15n61v34j0,2021-09-06T13:32:45Z,"rap français","WM FR Affiliated/Play Two",0.744,0.829,2,-5.104,1,0.263,0.221,0,0.107,0.511,95.255,4
spotify:track:2NrcSGwImmoF7DzSmgxSPw,"Au clair de la rue","Au clair de la rue (Part. 1)","Benab",2021-02-19,141328,42,true,g4olm5cjfcdi3sp15n61v34j0,2021-09-11T21:53:11Z,"rap français,pop urbaine","Dracarys Music / Bendo Music / Capitol",0.776,0.634,7,-6.79,1,0.0382,0.502,0,0.287,0.509,110.084,4
spotify:track:2QegciC6rZf6o4MdaDK0Cz,"Cry Baby (Tokyo Revengers)","Cry Baby (Tokyo Revengers)","Miura Jam",2021-05-13,240850,43,false,g4olm5cjfcdi3sp15n61v34j0,2021-10-03T15:59:14Z,"animé","738190 Records DK",0.549,0.912,3,-4.888,1,0.0515,0.00336,0,0.376,0.435,100.047,4
spotify:track:0WMBVkoi8JcZouA2wLzuVV,"Inferno - From ""Fire Force: Enen no Shouboutai""","Inferno (From ""Fire Force: Enen no Shouboutai"")","Shayne Orok",2019-07-19,90162,46,false,g4olm5cjfcdi3sp15n61v34j0,2021-10-16T10:27:06Z,"animé,j-pop","Shayne Orok",0.64,0.697,1,-6.712,0,0.0961,0.0159,0,0.118,0.851,92.439,4
spotify:track:5HhYHpxwdGTCO5YK7dycoT,"My Dearest","My Dearest","supercell",2011-11-23,338520,56,false,g4olm5cjfcdi3sp15n61v34j0,2021-10-23T17:56:19Z,"animé,j-pop,j-rock","Sony Music Labels Inc.",0.394,0.918,0,-2.133,1,0.0628,0.0286,0.00117,0.17,0.324,168.166,4
spotify:track:3J34JtfZNylVXSKN4TDf12,"明け星","明け星","LiSA",2021-10-18,269000,53,false,g4olm5cjfcdi3sp15n61v34j0,2021-10-23T17:56:56Z,"animé,j-pop,j-rock","Sony Music Labels Inc.",0.389,0.867,1,-3.604,1,0.048,0.000303,0,0.347,0.215,94.952,4
spotify:track:2mhtMYAFLKaLrfSdf4wbpv,"Courez Courez","Perdu D'Avance","Orelsan",2009-02-16,243600,0,false,g4olm5cjfcdi3sp15n61v34j0,2021-11-02T14:52:22Z,"rap français","WAGRAM",0.531,0.72,6,-5.264,0,0.413,0.014,0,0.0561,0.852,86.772,4
spotify:track:6IVM1YYZq6K6NG6qqC26o4,"JUSTadICE","JUSTadICE","Seiko Oomori",2019-04-05,232338,53,false,g4olm5cjfcdi3sp15n61v34j0,2021-11-15T16:43:47Z,"animé,j-rock,j-pop","avex trax",0.404,0.988,0,-1.756,1,0.193,0.00139,0.00419,0.125,0.38,185.051,4
spotify:track:0R9AhQQ9Ev7WnTdxGGx55s,"Nova","Nova","Fredz",2021-11-26,151560,31,false,g4olm5cjfcdi3sp15n61v34j0,2021-11-26T08:03:12Z,"rap québécois,chanson québécoise,chanson","E47 Records",0.718,0.637,3,-8.436,0,0.39,0.27,0,0.134,0.661,75.013,4
spotify:track:6c3yCaY09UIRJj2v5acK2a,"Netsujou No Spectrum (Nanatsu No Taizai)","Netsujou No Spectrum (Nanatsu No Taizai)","Berioska",2018-10-16,223183,46,false,g4olm5cjfcdi3sp15n61v34j0,2021-12-07T07:26:27Z,"animé","Groove Manager",0.297,0.789,11,-4.398,0,0.0404,0.0017,0,0.249,0.533,160.044,4
spotify:track:2gw3kw9PxjpeUAVRRgRLsh,"FAITH","CIRCUS","MADKID",2019-04-24,203160,48,false,g4olm5cjfcdi3sp15n61v34j0,2021-12-07T07:27:37Z,"animé,j-rock,j-pop","Nippon Columbia Co., Ltd. / NIPPONOPHONE",0.53,0.957,5,-3.518,0,0.17,0.0013,0,0.274,0.655,157.035,4
spotify:track:5bhEqyJRd0MyYyhSULURRz,"HYDRA (From ""Overlord II"")","HYDRA (From ""Overlord II"")","Akano;Curse",2018-10-02,90000,29,false,g4olm5cjfcdi3sp15n61v34j0,2021-12-07T07:28:02Z,"animé","Akano",0.545,0.578,1,-7.564,0,0.0358,0.409,0,0.0888,0.497,83.001,4
spotify:track:31cFxdkKuToCj8EH2F4qzt,"Haruka Mirai","Black Clover","Romix",2018-03-02,176538,0,false,g4olm5cjfcdi3sp15n61v34j0,2021-12-07T07:28:41Z,"animé","700472 Records DK",0.35,0.975,1,-2.634,0,0.186,0.00032,0,0.0974,0.597,181.913,4
spotify:track:7y1WH9vTsjBIWOOpBdfYZa,"Nameless Story (That Time I Got Reincarnated As a Slime)","Nameless Story (That Time I Got Reincarnated As a Slime)","Shayne Orok",2018-10-20,91076,29,false,g4olm5cjfcdi3sp15n61v34j0,2021-12-07T07:28:54Z,"animé,j-pop","Shayne Orok",0.578,0.875,3,-5.034,0,0.0542,0.0116,0,0.354,0.55,97.34,4
spotify:track:7p30D2KjK2XW7YUvI6nH3o,"オレンジ","Anipps","7!!",2011,350200,0,false,g4olm5cjfcdi3sp15n61v34j0,2022-01-25T19:43:02Z,"animé,j-pop","Sony Music Labels Inc.",0.348,0.492,7,-4.844,1,0.0324,0.171,0,0.116,0.3,171.637,4
spotify:track:02MWAaffLxlfxAUY7c5dvx,"Heat Waves","Dreamland (+ Bonus Levels)","Glass Animals",2020-08-06,238805,10,false,g4olm5cjfcdi3sp15n61v34j0,2022-02-04T07:36:01Z,"","Polydor Records",0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,4
spotify:track:3IUu37J3cfh8KH2Xyrj5a5,"Je vais bien","Vagabond","RIDSA",2019-04-12,186493,51,false,g4olm5cjfcdi3sp15n61v34j0,2022-02-10T17:26:50Z,"pop française,pop urbaine","Wagram Music / W Lab",0.624,0.443,7,-9.501,0,0.0301,0.662,0,0.116,0.377,90.092,4
spotify:track:4j51uXPAox0AgCTED6K4KM,"Tanjiro","Tanjiro","Cookiesan",2021-06-04,242666,18,true,g4olm5cjfcdi3sp15n61v34j0,2022-03-20T19:24:26Z,"rap d'animés","Genkidama Love",0.827,0.645,7,-7.84,0,0.4,0.424,0,0.0995,0.619,90.034,4
spotify:track:1MqzIgGsHP4cNjPboevsfq,"Tourner Dans Le Vide","Mini World","Indila",2014-01-01,246093,73,false,g4olm5cjfcdi3sp15n61v34j0,2022-03-23T17:34:49Z,"pop française","Universal Music Division Island Def Jam",0.593,0.698,6,-8.645,0,0.0428,0.103,0,0.173,0.376,119.989,4
spotify:track:2zwPzhnnH10ujQatyfD2ca,"NOIR BLANC","NOIR BLANC","White N",2022-03-11,220800,0,true,g4olm5cjfcdi3sp15n61v34j0,2022-03-24T16:42:22Z,"rap français","WhiteNegga",0.934,0.521,4,-9.329,0,0.319,0.15,0,0.125,0.117,99.989,4
spotify:track:4euAGZTszWPrriggYK0HG9,"Lay All Your Love On Me","Super Trouper","ABBA",1980,274466,79,false,g4olm5cjfcdi3sp15n61v34j0,2022-03-27T20:00:34Z,"","Polar Music International AB",0.678,0.727,2,-7.844,0,0.0258,0.117,0.00396,0.354,0.71,133.481,4
spotify:track:611nlMA40SKg9gQ4pTVXT3,"Discord","Discord","The Living Tombstone;Eurobeat Brony",2012-01-21,193776,62,false,g4olm5cjfcdi3sp15n61v34j0,2022-05-23T12:00:57Z,"","628798 Records DK2",0.676,0.835,8,-4.382,0,0.044,0.00682,0.0000304,0.081,0.8,104.987,4
spotify:track:7f7i47xVx8r3o1em7o0DRv,"Violence","Plan B","Vink",2022-06-17,172657,14,true,g4olm5cjfcdi3sp15n61v34j0,2022-06-22T20:57:23Z,"rap français","VinksRecords",0.801,0.796,11,-7.126,0,0.275,0.506,0,0.198,0.207,121.953,4
spotify:track:7mzPjR4Z5V7nMA5ToLiYYZ,"Hotboy","Plan B","Vink",2022-06-17,131329,23,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-01T20:31:53Z,"rap français","VinksRecords",0.636,0.888,5,-6.691,0,0.439,0.665,0,0.103,0.57,66.888,4
spotify:track:3abUxXznRqtv4BXBv54dbm,"Accusé de réflexion chapitre 1","Accusé de réflexion","Davodka",2017-11-03,139175,32,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:22:59Z,"rap français","LeVers2Trop Production",0.715,0.92,0,-4.523,0,0.207,0.652,0,0.274,0.907,90.047,4
spotify:track:729tShstlDCEdXSR4nORu2,"Accusé de réflexion chapitre 2","Accusé de réflexion","Davodka",2017-11-03,86134,40,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:23:16Z,"rap français","LeVers2Trop Production",0.529,0.813,8,-6.797,1,0.614,0.675,0,0.107,0.346,176.34,3
spotify:track:4Ph3tW2vw9JjvVjfAfdty5,"Fils de pute","Parcours accidenté","BEN plg",2021-11-26,166453,0,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:24:03Z,"rap français","Pour La Gloire",0.671,0.751,9,-8.161,0,0.396,0.388,0,0.0784,0.239,106.504,4
spotify:track:3QgwflynJwAVb67S4nyFEH,"Sans Sommation, Pt. 3","Passage Flouté","TSR Crew",2015-04-13,76794,42,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:24:36Z,"rap français","Chambre froide prod",0.78,0.547,6,-8.873,0,0.513,0.423,0,0.255,0.489,92.895,4
spotify:track:5VszbB3YMjWzVKHDJuQ9pY,"La couleur des émotions","Contes Cruels","Dooz Kawa",2017-11-10,125896,34,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:24:43Z,"rap français","Modulor",0.618,0.625,1,-10.021,0,0.316,0.641,0,0.172,0.65,87.647,4
spotify:track:3kMh07X94myljP2G1o4fbo,"Possédé","Tout va","Deadi",2021-03-26,175909,19,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:25:04Z,"rap français","386 Laboratoire",0.803,0.803,10,-5.283,0,0.276,0.291,0,0.0997,0.875,87.904,4
spotify:track:5QY7TsKvv8V7PnAKpDFPkP,"Toujours les mêmes qui trinquent","La mise au poing","Davodka",2015-12-10,185808,20,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:25:21Z,"rap français","Davodka",0.613,0.785,1,-3.912,1,0.224,0.701,0,0.476,0.868,93.982,4
spotify:track:6c8u2y2rPoHwmnCtvdLsYC,"L'embuche de nœl","Un poing c'est tout","Davodka;Salo';Taz;Inkonea",2014-03-11,209362,10,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:26:23Z,"rap français,riddim,ragga","Davodka",0.75,0.752,1,-8.067,1,0.331,0.382,0,0.199,0.696,94.033,4
spotify:track:5tH1ynwCJbVCygLzxZJUtv,"Rayon de soleil","Pièce d'orfèvre","Saké;Crown",2020-06-29,150019,9,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:26:47Z,"rap français","All Style Editions",0.544,0.717,2,-7.196,1,0.626,0.235,0,0.303,0.215,84.373,4
spotify:track:5Cqacc6uhaaDRB52fFfFuw,"Par le sang","Par le sang","Seyté",2019-07-28,192832,32,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:27:02Z,"rap français","Seyté",0.787,0.694,9,-6.453,0,0.501,0.75,0,0.0816,0.757,92.032,4
spotify:track:5L3Gi5duvvz4uKHEnUPmOS,"En première ligne","À juste titre","Davodka",2019-05-17,199480,0,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:27:16Z,"rap français","Universal Music Distribution Deal",0.653,0.826,2,-6.873,1,0.653,0.0324,0.00000151,0.375,0.473,177.977,4
spotify:track:4PQrXYBBmjx76M7pV8WBHe,"Galère","Tout va","Deadi",2021-03-26,191584,22,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:27:42Z,"rap français","386 Laboratoire",0.762,0.862,0,-5.322,1,0.318,0.496,0,0.308,0.519,81.505,4
spotify:track:2bBlOs8fwLCnBmjs1jgDoH,"Montgolfière","Passage Flouté","TSR Crew",2015-04-13,227298,33,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:27:59Z,"rap français","Chambre froide prod",0.788,0.588,9,-5.431,0,0.426,0.374,0,0.13,0.528,92.068,4
spotify:track:48ADyufhZoZlb2LMCBFRl4,"Ici t'es personne","La mise au poing","Davodka",2015-12-10,188630,19,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:29:32Z,"rap français","Davodka",0.736,0.662,11,-6.394,0,0.317,0.466,0,0.119,0.361,91.016,4
spotify:track:1wo7iM77tJXmOwVoMMdC9R,"Du Nord Au Sud","Du Nord Au Sud","Lorage",2017-01-04,178776,23,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:30:18Z,"rap français","Local Prod",0.691,0.824,7,-5.116,1,0.35,0.3,0,0.157,0.582,93.053,4
spotify:track:368KS9UNJ8cft7RJ1USwb9,"Raspoutine","Raspoutine","Ziak",2020-04-02,118796,60,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:31:08Z,"rap français,drill","Chrome Castle",0.91,0.658,5,-8.843,1,0.382,0.215,0,0.091,0.616,145.023,4
